begin lu_log
0	3	232	1	1	1	232	232	13914	1820	0	0
0	2	232	1	1	1	232	232	5180	1926	0	0
0	1	232	1	1	1	232	232	942	914	0	0
0	0	232	1	1	1	232	232	293604	291838	0	0
1	3	232	2	2	2	232	232	6410	5392	0	1
1	2	232	2	2	2	232	232	1256	978	0	1
1	1	232	2	2	2	232	232	1124	600	0	1
1	0	232	2	2	2	232	232	292862	294172	0	1
1	3	232	1	1	1	1	1	1606	614	0	2
1	2	232	1	1	1	1	1	872	418	0	2
1	1	232	1	1	1	1	1	760	448	0	2
1	0	232	1	1	1	1	1	471758	295774	0	2
0	3	232	1	1	1	1	1	1250	1010	3	3
0	2	232	1	1	1	1	1	616	602	3	3
0	1	232	1	1	1	1	1	500	906	3	3
0	0	232	1	1	1	1	1	293016	299672	3	3
1	3	232	3	3	3	232	232	1588	860	3	4
1	2	232	3	3	3	232	232	954	568	3	4
1	1	232	3	3	3	232	232	1004	522	3	4
1	0	232	3	3	3	232	232	311412	300896	3	4
1	3	232	1	1	1	1	1	1302	644	3	5
1	2	232	1	1	1	1	1	750	452	3	5
1	1	232	1	1	1	1	1	738	452	3	5
1	0	232	1	1	1	1	1	290888	294420	3	5
0	3	232	1	1	1	1	1	1070	830	6	6
0	2	232	1	1	1	1	1	530	554	6	6
0	1	232	1	1	1	1	1	516	682	6	6
0	0	232	1	1	1	1	1	311692	328190	6	6
1	3	232	3	3	3	3	3	1470	836	6	7
1	2	232	3	3	3	3	3	954	640	6	7
1	1	232	3	3	3	3	3	926	576	6	7
1	0	232	3	3	3	3	3	298432	301788	6	7
1	3	232	1	1	1	1	1	1350	530	6	8
1	2	232	1	1	1	1	1	694	376	6	8
1	1	232	1	1	1	1	1	690	378	6	8
1	0	232	1	1	1	1	1	301150	305132	6	8
0	3	232	1	1	1	1	1	1666	1004	9	9
0	2	232	1	1	1	1	1	596	550	9	9
0	1	232	1	1	1	1	1	426	674	9	9
0	0	232	1	1	1	1	1	225014	220170	9	9
1	3	232	3	3	3	3	3	1716	810	9	10
1	2	232	3	3	3	3	3	1966	584	9	10
1	1	232	3	3	3	3	3	1052	520	9	10
1	0	232	3	3	3	3	3	238372	223896	9	10
1	3	232	1	1	1	1	1	1238	626	9	11
1	2	232	1	1	1	1	1	710	466	9	11
1	1	232	1	1	1	1	1	646	508	9	11
1	0	232	1	1	1	1	1	256202	235938	9	11
0	3	232	1	2	2	1	2	1200	970	12	12
0	2	232	1	2	2	1	2	760	634	12	12
0	1	232	1	2	2	1	2	516	700	12	12
0	0	232	1	2	2	1	2	258338	246736	12	12
1	3	232	3	3	5	3	3	1668	1044	12	13
1	2	232	3	3	5	3	3	940	766	12	13
