begin lu_log
0	3	180	1	1	1	180	180	10894	1654	0	0
0	2	180	1	1	1	180	180	5330	1518	0	0
0	1	180	1	1	1	180	180	1458	900	0	0
0	0	180	1	1	1	180	180	324504	316660	0	0
1	3	180	3	3	3	180	180	2696	1138	0	1
1	2	180	3	3	3	180	180	1598	668	0	1
1	1	180	3	3	3	180	180	1442	602	0	1
1	0	180	3	3	3	180	180	331788	318074	0	1
1	3	180	1	1	1	180	180	1664	708	0	2
1	2	180	1	1	1	180	180	844	422	0	2
1	1	180	1	1	1	180	180	986	548	0	2
1	0	180	1	1	1	180	180	318500	338452	0	2
0	3	180	1	1	1	1	1	1900	1236	3	3
0	2	180	1	1	1	1	1	960	850	3	3
0	1	180	1	1	1	1	1	612	880	3	3
0	0	180	1	1	1	1	1	318958	317436	3	3
1	3	180	4	4	4	4	4	2442	1228	3	4
1	2	180	4	4	4	4	4	1414	878	3	4
1	1	180	4	4	4	4	4	1316	692	3	4
1	0	180	4	4	4	4	4	334300	322094	3	4
1	3	180	1	1	1	1	1	1170	634	3	5
1	2	180	1	1	1	1	1	754	498	3	5
1	1	180	1	1	1	1	1	674	484	3	5
1	0	180	1	1	1	1	1	314102	316102	3	5
0	3	180	1	1	1	1	1	1578	940	6	6
0	2	180	1	1	1	1	1	588	586	6	6
0	1	180	1	1	1	1	1	556	802	6	6
0	0	180	1	1	1	1	1	316246	335044	6	6
1	3	180	6	6	5	6	6	2038	1376	6	7
1	2	180	6	6	5	6	6	1066	794	6	7
1	1	180	6	6	5	6	6	1120	784	6	7
1	0	180	6	6	5	6	6	324712	333142	6	7
1	3	180	1	1	1	1	1	1048	666	6	8
1	2	180	1	1	1	1	1	798	418	6	8
1	1	180	1	1	1	1	1	784	410	6	8
1	0	180	1	1	1	1	1	314250	310550	6	8
0	3	180	1	1	1	1	1	1414	800	9	9
0	2	180	1	1	1	1	1	666	588	9	9
0	1	180	1	1	1	1	1	474	708	9	9
0	0	180	1	1	1	1	1	317226	313134	9	9
1	3	180	4	4	4	4	3.3333333333333330373	1796	822	9	10
1	2	180	4	4	4	4	3.3333333333333330373	1168	656	9	10
1	1	180	4	4	4	4	3.3333333333333330373	974	590	9	10
1	0	180	4	4	4	4	3.3333333333333330373	325840	340290	9	10
1	3	180	1	1	1	1	1	1154	656	9	11
1	2	180	1	1	1	1	1	782	408	9	11
1	1	180	1	1	1	1	1	740	482	9	11
1	0	180	1	1	1	1	1	312138	318784	9	11
0	3	180	1	1	1	1	1	1524	792	12	12
0	2	180	1	1	1	1	1	738	620	12	12
0	1	180	1	1	1	1	1	550	676	12	12
0	0	180	1	1	1	1	1	338980	325616	12	12
1	3	180	5	5	5	5	4.1666666666666660745	2442	956	12	13
1	2	180	5	5	5	5	4.1666666666666660745	1154	748	12	13
1	1	180	5	5	5	5	4.1666666666666660745	894	600	12	13
1	0	180	5	5	5	5	4.1666666666666660745	338336	331130	12	13
1	3	180	1	1	1	1	1	1116	598	12	14
1	2	180	1	1	1	1	1	892	410	12	14
1	1	180	1	1	1	1	1	770	376	12	14
1	0	180	1	1	1	1	1	377790	339926	12	14
0	3	180	1	1	1	1	1	1244	788	15	15
0	2	180	1	1	1	1	1	604	492	15	15
0	1	180	1	1	1	1	1	512	568	15	15
0	0	180	1	1	1	1	1	325346	326730	15	15
1	3	180	4	4	4	4	4	3066	846	15	16
1	2	180	4	4	4	4	4	1002	580	15	16
1	1	180	4	4	4	4	4	962	598	15	16
1	0	180	4	4	4	4	4	333082	333600	15	16
1	3	180	1	1	1	1	1	1170	628	15	17
1	2	180	1	1	1	1	1	734	424	15	17
1	1	180	1	1	1	1	1	698	400	15	17
1	0	180	1	1	1	1	1	325176	322910	15	17
0	3	180	1	1	1	1	1	1450	796	18	18
0	2	180	1	1	1	1	1	572	598	18	18
0	1	180	1	1	1	1	1	466	534	18	18
0	0	180	1	1	1	1	1	365180	327248	18	18
1	3	180	5	5	5	5	5	2288	996	18	19
1	2	180	5	5	5	5	5	970	636	18	19
1	1	180	5	5	5	5	5	948	668	18	19
1	0	180	5	5	5	5	5	338030	343536	18	19
1	3	180	1	1	1	1	1	1198	540	18	20
1	2	180	1	1	1	1	1	720	464	18	20
1	1	180	1	1	1	1	1	642	332	18	20
1	0	180	1	1	1	1	1	329608	329062	18	20
0	3	180	1	1	1	1	1	1502	768	21	21
0	2	180	1	1	1	1	1	604	598	21	21
0	1	180	1	1	1	1	1	394	724	21	21
0	0	180	1	1	1	1	1	394616	329230	21	21
1	3	180	5	5	5	5	5	1950	752	21	22
1	2	180	5	5	5	5	5	1116	576	21	22
1	1	180	5	5	5	5	5	920	530	21	22
1	0	180	5	5	5	5	5	344494	339324	21	22
1	3	180	1	1	1	1	1	1274	582	21	23
1	2	180	1	1	1	1	1	700	368	21	23
1	1	180	1	1	1	1	1	684	400	21	23
1	0	180	1	1	1	1	1	328896	330824	21	23
0	3	180	1	1	1	1	1	2052	1378	24	24
0	2	180	1	1	1	1	1	666	800	24	24
0	1	180	1	1	1	1	1	590	772	24	24
0	0	180	1	1	1	1	1	335656	329808	24	24
1	3	180	10	10	13	10	10	3138	1524	24	25
1	2	180	10	10	13	10	10	1444	1088	24	25
1	1	180	10	10	13	10	10	1418	1066	24	25
1	0	180	10	10	13	10	10	351502	360864	24	25
1	3	180	1	1	1	1	1	1384	608	24	26
1	2	180	1	1	1	1	1	962	542	24	26
1	1	180	1	1	1	1	1	732	426	24	26
1	0	180	1	1	1	1	1	331626	333848	24	26
0	3	180	1	1	1	1	1	3014	1106	27	27
0	2	180	1	1	1	1	1	792	800	27	27
0	1	180	1	1	1	1	1	576	832	27	27
0	0	180	1	1	1	1	1	358218	333834	27	27
1	3	180	5	5	5	5	5	2086	818	27	28
1	2	180	5	5	5	5	5	1212	608	27	28
1	1	180	5	5	5	5	5	1088	620	27	28
1	0	180	5	5	5	5	5	342240	341716	27	28
1	3	180	1	1	1	1	1	1322	644	27	29
1	2	180	1	1	1	1	1	844	494	27	29
1	1	180	1	1	1	1	1	628	386	27	29
1	0	180	1	1	1	1	1	331802	331670	27	29
0	3	180	1	1	1	1	1	1382	900	30	30
0	2	180	1	1	1	1	1	706	658	30	30
0	1	180	1	1	1	1	1	488	880	30	30
0	0	180	1	1	1	1	1	337670	375968	30	30
1	3	180	6	6	5	6	6	2362	1330	30	31
1	2	180	6	6	5	6	6	1136	844	30	31
1	1	180	6	6	5	6	6	1128	758	30	31
1	0	180	6	6	5	6	6	337654	342466	30	31
1	3	180	1	1	1	1	1	1358	586	30	32
1	2	180	1	1	1	1	1	788	410	30	32
1	1	180	1	1	1	1	1	654	398	30	32
1	0	180	1	1	1	1	1	329738	326934	30	32
0	3	180	1	1	1	1	1	1332	2058	33	33
0	2	180	1	1	1	1	1	782	616	33	33
0	1	180	1	1	1	1	1	504	612	33	33
0	0	180	1	1	1	1	1	331414	331248	33	33
1	3	180	5	5	5	5	5	1838	810	33	34
1	2	180	5	5	5	5	5	960	622	33	34
1	1	180	5	5	5	5	5	884	578	33	34
1	0	180	5	5	5	5	5	368550	337360	33	34
1	3	180	1	1	1	1	1	1234	632	33	35
1	2	180	1	1	1	1	1	686	370	33	35
1	1	180	1	1	1	1	1	724	430	33	35
1	0	180	1	1	1	1	1	330106	346834	33	35
0	3	180	1	1	1	1	1	1318	842	36	36
0	2	180	1	1	1	1	1	656	890	36	36
0	1	180	1	1	1	1	1	560	758	36	36
0	0	180	1	1	1	1	1	331324	327134	36	36
1	3	180	4	4	4	4	4	2162	1006	36	37
1	2	180	4	4	4	4	4	1372	670	36	37
1	1	180	4	4	4	4	4	974	600	36	37
1	0	180	4	4	4	4	4	341238	338418	36	37
1	3	180	1	1	1	1	1	1334	616	36	38
1	2	180	1	1	1	1	1	700	516	36	38
1	1	180	1	1	1	1	1	648	392	36	38
1	0	180	1	1	1	1	1	337350	332686	36	38
0	3	180	1	1	1	1	1	2010	974	39	39
0	2	180	1	1	1	1	1	734	960	39	39
0	1	180	1	1	1	1	1	538	786	39	39
0	0	180	1	1	1	1	1	329062	315634	39	39
1	3	180	5	5	5	5	5	2312	1202	39	40
1	2	180	5	5	5	5	5	1372	732	39	40
1	1	180	5	5	5	5	5	1034	640	39	40
1	0	180	5	5	5	5	5	272816	263390	39	40
1	3	180	1	1	1	1	1	1310	696	39	41
